Locus_id	Unique_rowname
DN90320|c0_g1	DN90320|c0_g1
DN90328|c0_g1	ETFB_MOUSE DN90328|c0_g1
DN90331|c0_g1	NAA40_XENLA DN90331|c0_g1
DN90334|c0_g1	RL31_CYAPA DN90334|c0_g1
DN90335|c0_g1	CAN5_RAT DN90335|c0_g1
DN90336|c0_g1	DN90336|c0_g1
DN90340|c0_g1	DN90340|c0_g1
DN90342|c0_g1	1433E_SHEEP DN90342|c0_g1
DN90342|c0_g2	14332_SCHMA DN90342|c0_g2
DN90344|c0_g1	S22AN_MOUSE DN90344|c0_g1
DN90346|c0_g1	AMPP1_ARTOC DN90346|c0_g1
DN90361|c0_g1	DN90361|c0_g1
DN90378|c0_g1	DN90378|c0_g1
DN90380|c0_g1	DN90380|c0_g1
DN90384|c0_g1	CAC1H_HUMAN DN90384|c0_g1
DN90387|c0_g1	GLT16_HUMAN DN90387|c0_g1
DN90391|c0_g1	SENP1_MOUSE DN90391|c0_g1
DN90399|c0_g1	FRPD2_HUMAN DN90399|c0_g1
DN90402|c0_g1	HASP_DROME DN90402|c0_g1
DN90404|c0_g1	2ABA_RAT DN90404|c0_g1
DN90409|c0_g1	RHO1_DROME DN90409|c0_g1
DN90409|c0_g2	RHO1_DROME DN90409|c0_g2
DN90412|c0_g1	Y495_SYNY3 DN90412|c0_g1
DN90413|c0_g1	DN90413|c0_g1
DN90415|c0_g1	MAON_MOUSE DN90415|c0_g1
DN90415|c0_g2	MAOX_HUMAN DN90415|c0_g2
DN90420|c0_g1	MAP6_CHICK DN90420|c0_g1
DN90421|c0_g1	DN90421|c0_g1
DN90429|c0_g1	SAE2A_XENLA DN90429|c0_g1
DN90436|c0_g1	LRFN5_MOUSE DN90436|c0_g1
DN90437|c0_g1	DN90437|c0_g1
DN90439|c0_g1	CATIP_XENLA DN90439|c0_g1
DN90442|c0_g1	FA92B_HUMAN DN90442|c0_g1
DN90443|c0_g1	DN90443|c0_g1
DN90445|c0_g1	ERI1_MOUSE DN90445|c0_g1
DN90449|c0_g1	DN90449|c0_g1
DN90452|c0_g1	RGRF2_DANRE DN90452|c0_g1
DN90455|c0_g1	DN90455|c0_g1
DN90458|c0_g1	DN90458|c0_g1
DN90462|c0_g1	CDKL1_HUMAN DN90462|c0_g1
DN90465|c0_g1	DN90465|c0_g1
DN90474|c0_g2	TF26_SCHPO DN90474|c0_g2
DN90476|c0_g1	MAK_MOUSE DN90476|c0_g1
DN90477|c0_g1	DN90477|c0_g1
DN90485|c0_g1	DN90485|c0_g1
DN90487|c0_g1	H4_XENTR DN90487|c0_g1
DN90487|c1_g1	H4_XENTR DN90487|c1_g1
DN90492|c1_g1	CCD42_BOVIN DN90492|c1_g1
DN90504|c0_g1	FA92A_BOVIN DN90504|c0_g1
DN90513|c0_g1	NAT10_CAEEL DN90513|c0_g1
DN90518|c0_g3	DN90518|c0_g3
DN90522|c0_g1	DN90522|c0_g1
DN90522|c0_g3	DN90522|c0_g3
DN90532|c0_g1	DN90532|c0_g1
DN90536|c0_g1	DN90536|c0_g1
DN90571|c0_g1	DN90571|c0_g1
DN90575|c0_g2	VAMP2_XENLA DN90575|c0_g2
DN90583|c0_g1	SSRG_RAT DN90583|c0_g1
DN90588|c0_g1	MVP_STRPU DN90588|c0_g1
DN9059|c0_g1	DN9059|c0_g1
DN90591|c0_g2	DN90591|c0_g2
DN90596|c0_g1	DN90596|c0_g1
DN90601|c0_g1	AXDN1_MACFA DN90601|c0_g1
DN90602|c0_g1	DN90602|c0_g1
DN90606|c0_g1	RL4_DROME DN90606|c0_g1
DN90606|c0_g2	RL4_CANLF DN90606|c0_g2
DN90617|c0_g1	DN90617|c0_g1
DN90633|c0_g1	DN90633|c0_g1
DN90636|c0_g1	CUBN_DROME DN90636|c0_g1
DN9064|c0_g1	MRP3_HUMAN DN9064|c0_g1
DN90646|c0_g1	DN90646|c0_g1
DN90648|c0_g2	PA2G4_RAT DN90648|c0_g2
DN90651|c0_g1	DN90651|c0_g1
DN90654|c0_g1	DYI2_HELCR DN90654|c0_g1
DN90658|c0_g1	BEST1_MOUSE DN90658|c0_g1
DN90663|c0_g1	ADXH1_DROME DN90663|c0_g1
DN90667|c0_g1	SNR27_MOUSE DN90667|c0_g1
DN90670|c0_g1	VWDE_HUMAN DN90670|c0_g1
DN90690|c0_g1	ALP1_ARATH DN90690|c0_g1
DN90713|c0_g1	UBP44_MOUSE DN90713|c0_g1
DN90722|c0_g1	DN90722|c0_g1
DN90734|c0_g1	DN90734|c0_g1
DN90735|c0_g1	LR75A_HUMAN DN90735|c0_g1
DN90753|c0_g1	DN90753|c0_g1
DN90754|c0_g1	DN90754|c0_g1
DN90755|c0_g1	NOSIP_BOVIN DN90755|c0_g1
DN90763|c0_g1	PDE7A_MOUSE DN90763|c0_g1
DN90787|c0_g1	PCDA7_MOUSE DN90787|c0_g1
DN90791|c0_g1	DN90791|c0_g1
DN90792|c0_g1	TITIN_MOUSE DN90792|c0_g1
DN90797|c0_g1	DN90797|c0_g1
DN90798|c0_g1	DN90798|c0_g1
DN908|c0_g1	TXND9_HUMAN DN908|c0_g1
DN90800|c0_g1	UB2V2_DANRE DN90800|c0_g1
DN90801|c0_g1	NDUV2_MOUSE DN90801|c0_g1
DN90810|c0_g1	TRXR1_EMIHU DN90810|c0_g1
DN90819|c0_g1	DN90819|c0_g1
DN90820|c0_g1	RL35_PIG DN90820|c0_g1
DN90822|c0_g2	CEBA_BACAM DN90822|c0_g2
DN90828|c0_g1	DN90828|c0_g1
DN90832|c0_g1	DN90832|c0_g1
DN90834|c0_g1	CX32_DANRE DN90834|c0_g1
DN90846|c0_g1	MVP_XENLA DN90846|c0_g1
DN90846|c0_g2	MVP_STRPU DN90846|c0_g2
DN90854|c0_g1	A1CF_PONAB DN90854|c0_g1
DN90861|c0_g1	DN90861|c0_g1
DN90864|c0_g1	RFX7_HUMAN DN90864|c0_g1
DN90865|c0_g1	DN90865|c0_g1
DN90867|c0_g1	DN90867|c0_g1
DN90873|c0_g1	DJ1B_DROME DN90873|c0_g1
DN90874|c0_g1	DN90874|c0_g1
DN90882|c0_g1	SY65_APLCA DN90882|c0_g1
DN90886|c0_g1	SUCA_COLLI DN90886|c0_g1
DN90891|c0_g1	DN90891|c0_g1
DN90897|c0_g1	DN90897|c0_g1
DN90901|c0_g1	DN90901|c0_g1
DN90903|c0_g1	DN90903|c0_g1
DN90912|c0_g1	SKP1_XENLA DN90912|c0_g1
DN90913|c0_g1	DN90913|c0_g1
DN90916|c0_g1	UNC80_HUMAN DN90916|c0_g1
DN90919|c0_g1	PI51A_MOUSE DN90919|c0_g1
DN9092|c0_g1	DN9092|c0_g1
DN90937|c0_g1	KAD2_DROPS DN90937|c0_g1
DN90943|c0_g1	DN90943|c0_g1
DN90947|c0_g1	DN90947|c0_g1
DN90980|c0_g1	DN90980|c0_g1
DN90981|c0_g1	ACTY_MOUSE DN90981|c0_g1
DN90997|c0_g1	DLGP3_HUMAN DN90997|c0_g1
DN91012|c0_g1	DN91012|c0_g1
DN91034|c0_g1	NOP16_XENLA DN91034|c0_g1
DN91041|c0_g1	ARF2_ORYSJ DN91041|c0_g1
DN91047|c0_g1	ADAD1_MOUSE DN91047|c0_g1
DN91063|c0_g1	DN91063|c0_g1
DN91067|c0_g1	UTP18_MOUSE DN91067|c0_g1
DN91070|c0_g1	HM20A_CHICK DN91070|c0_g1
DN91077|c0_g1	WDR55_RAT DN91077|c0_g1
DN91077|c0_g2	DN91077|c0_g2
DN91080|c0_g1	GRPE1_PONAB DN91080|c0_g1
DN91083|c0_g1	AT2B1_PIG DN91083|c0_g1
DN91090|c0_g1	DN91090|c0_g1
DN91092|c0_g2	ACHA3_CHICK DN91092|c0_g2
DN91093|c0_g1	ECHA8_MYCLE DN91093|c0_g1
DN9111|c0_g1	DN9111|c0_g1
DN91115|c0_g1	DN91115|c0_g1
DN91122|c0_g1	KGP1_MOUSE DN91122|c0_g1
DN91123|c0_g1	SRS12_HUMAN DN91123|c0_g1
DN91123|c0_g2	SRS12_HUMAN DN91123|c0_g2
DN91129|c0_g1	UTP18_YEAST DN91129|c0_g1
DN91132|c0_g1	DN91132|c0_g1
DN91133|c0_g1	ANR28_HUMAN DN91133|c0_g1
DN91145|c0_g1	OBRG_DANRE DN91145|c0_g1
DN91148|c0_g1	GRN_HUMAN DN91148|c0_g1
DN91151|c0_g1	DN91151|c0_g1
DN91152|c0_g1	CSK2B_XENLA DN91152|c0_g1
DN91167|c0_g1	KC1A_XENLA DN91167|c0_g1
DN91170|c0_g1	KLHL8_HUMAN DN91170|c0_g1
DN91172|c0_g1	FTCD_CHICK DN91172|c0_g1
DN91172|c0_g2	FTCD_MOUSE DN91172|c0_g2
DN91174|c0_g1	DN91174|c0_g1
DN9118|c0_g1	RS8_DROME DN9118|c0_g1
DN91186|c0_g1	DN91186|c0_g1
DN91190|c0_g1	DN91190|c0_g1
DN91195|c0_g1	YBOXH_APLCA DN91195|c0_g1
DN91199|c0_g1	ATPK_DROME DN91199|c0_g1
DN91200|c0_g1	KCNS2_RAT DN91200|c0_g1
DN91204|c0_g1	LRC23_MOUSE DN91204|c0_g1
DN91204|c0_g2	LRC23_MOUSE DN91204|c0_g2
DN91206|c0_g1	DN91206|c0_g1
DN91218|c0_g1	COX5A_CAEEL DN91218|c0_g1
DN91220|c0_g1	K1C18_DANRE DN91220|c0_g1
DN91221|c0_g1	IMB1_HUMAN DN91221|c0_g1
DN91226|c0_g1	DN91226|c0_g1
DN91228|c0_g1	GFPT2_RAT DN91228|c0_g1
DN91234|c0_g1	TITIN_MOUSE DN91234|c0_g1
DN91234|c0_g2	TITIN_MOUSE DN91234|c0_g2
DN91237|c0_g1	POL2_DROME DN91237|c0_g1
DN91241|c0_g1	DN91241|c0_g1
DN91244|c0_g1	DN91244|c0_g1
DN91250|c0_g1	FOG2_HUMAN DN91250|c0_g1
DN91254|c0_g1	CTR3_HUMAN DN91254|c0_g1
DN91255|c0_g1	PSA3_RAT DN91255|c0_g1
DN91256|c0_g1	DN91256|c0_g1
DN91258|c0_g1	EGL4_CAEBR DN91258|c0_g1
DN91261|c0_g1	DN91261|c0_g1
DN91268|c0_g1	DN91268|c0_g1
DN91283|c0_g1	ASPP_AEDAE DN91283|c0_g1
DN91296|c0_g1	DN91296|c0_g1
DN913|c0_g1	RHG04_HUMAN DN913|c0_g1
DN91308|c0_g1	DN91308|c0_g1
DN91308|c0_g2	CC113_BOVIN DN91308|c0_g2
DN91310|c0_g1	DN91310|c0_g1
DN91316|c0_g1	NUDC1_MOUSE DN91316|c0_g1
DN91318|c0_g1	RAE2_HUMAN DN91318|c0_g1
DN91331|c0_g1	TITIN_HUMAN DN91331|c0_g1
DN91342|c0_g1	ZFN2B_HUMAN DN91342|c0_g1
DN91343|c0_g1	CATL_SCHMA DN91343|c0_g1
DN91352|c0_g1	KCMA1_CHICK DN91352|c0_g1
DN91358|c0_g1	NDUB3_PANTR DN91358|c0_g1
DN91364|c0_g1	OPN4A_DANRE DN91364|c0_g1
DN91368|c0_g1	DN91368|c0_g1
DN91369|c0_g1	DN91369|c0_g1
DN91371|c1_g1	ZMYM1_HUMAN DN91371|c1_g1
DN91378|c0_g2	FLRT2_RAT DN91378|c0_g2
DN91380|c0_g1	NBEA_HUMAN DN91380|c0_g1
DN91384|c0_g2	DN91384|c0_g2
DN91390|c0_g2	DN91390|c0_g2
DN91396|c0_g1	PRP19_BOVIN DN91396|c0_g1
DN91401|c0_g1	DN91401|c0_g1
DN91402|c0_g1	DN91402|c0_g1
DN91404|c0_g1	RIMB1_MOUSE DN91404|c0_g1
DN91405|c0_g1	ABCA2_HUMAN DN91405|c0_g1
DN91406|c0_g1	DN91406|c0_g1
DN91417|c0_g1	F183B_HUMAN DN91417|c0_g1
DN91418|c0_g1	NP1L4_MOUSE DN91418|c0_g1
DN91419|c0_g1	SQOR_HUMAN DN91419|c0_g1
DN91422|c0_g1	I23O2_MOUSE DN91422|c0_g1
DN91425|c0_g1	DN91425|c0_g1
DN91426|c0_g1	NCAM1_CHICK DN91426|c0_g1
DN91435|c0_g1	DN91435|c0_g1
DN91437|c0_g1	F102B_HUMAN DN91437|c0_g1
DN91438|c0_g1	PTPR2_MACNE DN91438|c0_g1
DN91442|c0_g1	DN91442|c0_g1
DN91443|c0_g1	EDC4_HUMAN DN91443|c0_g1
DN91448|c0_g1	DN91448|c0_g1
DN91450|c0_g1	AAPK2_HUMAN DN91450|c0_g1
DN91460|c0_g2	ODA1_CHLRE DN91460|c0_g2
DN91461|c0_g1	S4A10_BOVIN DN91461|c0_g1
DN91462|c0_g1	DN91462|c0_g1
DN91464|c0_g1	CSN1_XENLA DN91464|c0_g1
DN91466|c0_g2	Y3402_METJA DN91466|c0_g2
DN91467|c0_g1	VSX2_ORYLA DN91467|c0_g1
DN91471|c0_g1	DN91471|c0_g1
DN91471|c0_g2	DN91471|c0_g2
DN91474|c0_g1	DZIP3_HUMAN DN91474|c0_g1
DN91480|c0_g1	DN91480|c0_g1
DN91481|c0_g1	CD81_BOVIN DN91481|c0_g1
DN91490|c0_g1	DHR12_BOVIN DN91490|c0_g1
DN91502|c0_g1	DN91502|c0_g1
DN91503|c0_g1	DN91503|c0_g1
DN91506|c0_g1	AT2B4_BOVIN DN91506|c0_g1
DN91517|c0_g1	Y4QH_SINFN DN91517|c0_g1
DN91519|c0_g1	DN91519|c0_g1
DN9152|c0_g1	GBB_PINFU DN9152|c0_g1
DN91528|c0_g1	DN91528|c0_g1
DN91534|c0_g1	DN91534|c0_g1
DN91538|c0_g1	SN_HUMAN DN91538|c0_g1
DN91546|c0_g1	DN91546|c0_g1
DN91549|c0_g1	TITIN_MOUSE DN91549|c0_g1
DN91566|c0_g1	H4_XENTR DN91566|c0_g1
DN91570|c0_g2	SGIP1_MOUSE DN91570|c0_g2
DN91574|c0_g1	TPPP_HUMAN DN91574|c0_g1
DN91579|c0_g1	RS15_ORYSJ DN91579|c0_g1
DN91580|c0_g1	CF251_MOUSE DN91580|c0_g1
DN91584|c0_g1	GBRL2_RAT DN91584|c0_g1
DN91590|c0_g1	DN91590|c0_g1
DN91590|c0_g2	DN91590|c0_g2
DN91595|c0_g1	DN91595|c0_g1
DN91599|c0_g1	TCPQ_CHICK DN91599|c0_g1
DN91602|c0_g1	NDUB5_PANTR DN91602|c0_g1
DN91603|c0_g1	SPIC_MOUSE DN91603|c0_g1
DN91603|c0_g2	DN91603|c0_g2
DN91604|c0_g1	VIAAT_XENLA DN91604|c0_g1
DN91616|c0_g1	GAPR1_MOUSE DN91616|c0_g1
DN91622|c0_g1	CP131_MOUSE DN91622|c0_g1
DN91625|c0_g1	DN91625|c0_g1
DN91632|c0_g1	LRRN2_HUMAN DN91632|c0_g1
DN91636|c0_g1	DN91636|c0_g1
DN91642|c0_g1	DN91642|c0_g1
DN91643|c0_g1	DN91643|c0_g1
DN91659|c0_g1	DN91659|c0_g1
DN9166|c0_g1	IFT80_MOUSE DN9166|c0_g1
DN91661|c0_g1	PCID2_DANRE DN91661|c0_g1
DN91663|c0_g1	NUP50_MOUSE DN91663|c0_g1
DN91673|c0_g2	CTU2_DANRE DN91673|c0_g2
DN91677|c0_g1	CEL3B_MOUSE DN91677|c0_g1
DN91678|c0_g1	ZBED4_HUMAN DN91678|c0_g1
DN91681|c0_g2	DN91681|c0_g2
DN91691|c0_g1	PRS10_MOUSE DN91691|c0_g1
DN91692|c0_g1	VA51_VESCR DN91692|c0_g1
DN91693|c0_g1	DN91693|c0_g1
DN91695|c0_g1	DAPK3_HUMAN DN91695|c0_g1
DN91703|c0_g1	GNL3_CAEEL DN91703|c0_g1
DN91710|c0_g1	ARP3_DROME DN91710|c0_g1
DN91710|c0_g2	ARP3_RAT DN91710|c0_g2
DN91711|c0_g1	DI3L1_BOVIN DN91711|c0_g1
DN91714|c0_g1	DN91714|c0_g1
DN91717|c0_g1	S35B1_MOUSE DN91717|c0_g1
DN91720|c0_g1	PEG10_HUMAN DN91720|c0_g1
DN91721|c0_g1	SAR1B_HUMAN DN91721|c0_g1
DN91725|c0_g1	DN91725|c0_g1
DN9173|c0_g1	SYT2_RAT DN9173|c0_g1
DN91730|c0_g1	MALR1_HUMAN DN91730|c0_g1
DN91732|c0_g1	BT1A1_MOUSE DN91732|c0_g1
DN91736|c0_g1	DN91736|c0_g1
DN91737|c0_g1	DN91737|c0_g1
DN9174|c0_g1	DN9174|c0_g1
DN91741|c0_g1	DN91741|c0_g1
DN91743|c0_g1	KIF1A_HUMAN DN91743|c0_g1
DN91747|c0_g1	DN91747|c0_g1
DN91749|c0_g1	ACHB2_MOUSE DN91749|c0_g1
DN91750|c0_g1	NDUA9_BOVIN DN91750|c0_g1
DN91759|c0_g1	DN91759|c0_g1
DN91765|c0_g1	S38AB_MOUSE DN91765|c0_g1
DN91766|c0_g1	PSB3_DROME DN91766|c0_g1
DN91774|c0_g1	SMD3_DROME DN91774|c0_g1
DN91780|c0_g1	RFP4A_DANRE DN91780|c0_g1
DN91780|c0_g2	DN91780|c0_g2
DN91784|c0_g1	DN91784|c0_g1
DN9179|c0_g1	DN9179|c0_g1
DN91795|c0_g1	PRIC2_HUMAN DN91795|c0_g1
DN91795|c0_g2	PRIC2_MOUSE DN91795|c0_g2
DN91798|c0_g1	DN91798|c0_g1
DN91799|c0_g2	BIP_PIG DN91799|c0_g2
DN91801|c0_g1	DN91801|c0_g1
DN91805|c0_g1	GBB1_CAEEL DN91805|c0_g1
DN91806|c0_g2	DN91806|c0_g2
DN91807|c0_g1	DN91807|c0_g1
DN91809|c0_g1	DN91809|c0_g1
DN91814|c0_g2	DN91814|c0_g2
DN91822|c0_g1	DN91822|c0_g1
DN9183|c0_g1	MINY3_MOUSE DN9183|c0_g1
DN91834|c0_g1	DN91834|c0_g1
DN91840|c0_g1	DN91840|c0_g1
DN91844|c0_g2	CNOT9_DANRE DN91844|c0_g2
DN91847|c0_g1	DN91847|c0_g1
DN91850|c0_g1	RSP14_MOUSE DN91850|c0_g1
DN91854|c0_g1	DN91854|c0_g1
DN91877|c0_g1	DN91877|c0_g1
DN91895|c0_g1	DN91895|c0_g1
DN91897|c0_g1	RMD1_MOUSE DN91897|c0_g1
DN919|c0_g1	CDC5L_MOUSE DN919|c0_g1
DN91931|c0_g1	ARGI2_RAT DN91931|c0_g1
DN91938|c0_g2	DN91938|c0_g2
DN91959|c0_g1	DN91959|c0_g1
DN91969|c0_g1	DN91969|c0_g1
DN91971|c0_g2	DN91971|c0_g2
DN91972|c0_g1	DN91972|c0_g1
DN91974|c0_g1	DN91974|c0_g1
DN91989|c0_g2	FSTL3_BOVIN DN91989|c0_g2
DN9199|c0_g1	DN9199|c0_g1
DN91998|c0_g1	DN91998|c0_g1
DN92026|c0_g1	TLL2_XENLA DN92026|c0_g1
DN9203|c0_g1	NDUAC_PANTR DN9203|c0_g1
DN92052|c0_g1	DN92052|c0_g1
DN92062|c0_g1	DN92062|c0_g1
DN92083|c0_g1	EPC2_HUMAN DN92083|c0_g1
DN92083|c0_g2	DN92083|c0_g2
DN92090|c0_g1	DN92090|c0_g1
DN92091|c0_g1	M10L1_HUMAN DN92091|c0_g1
DN92099|c0_g1	EFHC1_HUMAN DN92099|c0_g1
DN92113|c0_g1	CO5A2_HUMAN DN92113|c0_g1
DN92126|c0_g1	DN92126|c0_g1
DN92130|c0_g1	CAMP2_MOUSE DN92130|c0_g1
DN92138|c0_g1	DN92138|c0_g1
DN92139|c0_g1	DN92139|c0_g1
DN92141|c0_g1	MLT1_CANAL DN92141|c0_g1
DN92147|c0_g1	RS14B_ANOGA DN92147|c0_g1
DN92150|c0_g1	AKNA_HUMAN DN92150|c0_g1
DN92152|c0_g1	F187A_MOUSE DN92152|c0_g1
DN92155|c0_g2	RRP42_METKA DN92155|c0_g2
DN9216|c0_g1	DN9216|c0_g1
DN92168|c0_g1	CATB_RAT DN92168|c0_g1
DN92172|c0_g1	DRP2_HUMAN DN92172|c0_g1
DN92173|c0_g1	DN92173|c0_g1
DN92180|c0_g1	DN92180|c0_g1
DN92184|c0_g2	DN92184|c0_g2
DN92185|c0_g1	DN92185|c0_g1
DN92189|c0_g1	DN92189|c0_g1
DN92194|c0_g1	SARAF_XENTR DN92194|c0_g1
DN92199|c0_g1	YBX2B_XENLA DN92199|c0_g1
DN92200|c0_g1	DN92200|c0_g1
DN92207|c0_g1	GNA1_DROME DN92207|c0_g1
DN92216|c0_g1	DN92216|c0_g1
DN92217|c0_g1	DN92217|c0_g1
DN92222|c0_g1	DN92222|c0_g1
DN92226|c0_g1	NBEA_HUMAN DN92226|c0_g1
DN92229|c0_g1	CASP3_FELCA DN92229|c0_g1
DN92230|c0_g1	XYLT1_RAT DN92230|c0_g1
DN92242|c0_g1	DN92242|c0_g1
DN92252|c0_g1	RRS1_RAT DN92252|c0_g1
DN92253|c0_g1	FMNL1_HUMAN DN92253|c0_g1
DN92258|c0_g1	LORF2_HUMAN DN92258|c0_g1
DN92276|c0_g1	SUN1_MOUSE DN92276|c0_g1
DN92291|c0_g1	DN92291|c0_g1
DN92295|c0_g1	PICK1_BOVIN DN92295|c0_g1
DN92299|c0_g1	CBR1_HUMAN DN92299|c0_g1
DN92299|c0_g2	CBR1_HUMAN DN92299|c0_g2
DN92304|c0_g1	RL222_DICDI DN92304|c0_g1
DN92308|c0_g1	YH24_CAEEL DN92308|c0_g1
DN92309|c0_g1	DN92309|c0_g1
DN92321|c0_g1	PCDB1_PANTR DN92321|c0_g1
DN92323|c0_g1	PLOD2_MOUSE DN92323|c0_g1
DN92336|c0_g1	DN92336|c0_g1
DN92340|c0_g1	DN92340|c0_g1
DN92351|c0_g1	ARPC3_HUMAN DN92351|c0_g1
DN92355|c0_g1	NOE1_MOUSE DN92355|c0_g1
DN92364|c0_g1	TXD17_MOUSE DN92364|c0_g1
DN92366|c0_g1	DN92366|c0_g1
DN92372|c0_g1	DN92372|c0_g1
DN92372|c0_g2	LDB1_XENLA DN92372|c0_g2
DN92373|c0_g1	SF3B1_HUMAN DN92373|c0_g1
DN92375|c0_g1	DN92375|c0_g1
DN92396|c0_g1	POL3_DROME DN92396|c0_g1
DN92401|c0_g1	DN92401|c0_g1
DN92402|c0_g1	EI2BD_SCHPO DN92402|c0_g1
DN92411|c0_g1	BMS1_HUMAN DN92411|c0_g1
DN92412|c0_g1	SSF1_MOUSE DN92412|c0_g1
DN92413|c0_g1	DN92413|c0_g1
DN92421|c0_g1	AIPS_METTH DN92421|c0_g1
DN92425|c0_g1	DN92425|c0_g1
DN92427|c0_g1	TRFE_MOUSE DN92427|c0_g1
DN92428|c0_g1	CADH4_CHICK DN92428|c0_g1
DN92431|c0_g1	DN92431|c0_g1
DN92441|c0_g1	TITIN_MOUSE DN92441|c0_g1
DN92444|c0_g1	DN92444|c0_g1
DN92445|c0_g1	DN92445|c0_g1
DN92446|c0_g1	NCS2_CAEEL DN92446|c0_g1
DN92448|c0_g1	MAP1B_RAT DN92448|c0_g1
DN92451|c0_g1	DN92451|c0_g1
DN92467|c0_g1	DN92467|c0_g1
DN92472|c0_g1	POL2_DROME DN92472|c0_g1
DN92473|c0_g1	DN92473|c0_g1
DN92474|c0_g1	DN92474|c0_g1
DN92478|c0_g1	TEGU_SCHMA DN92478|c0_g1
DN92481|c0_g1	SPCS2_DANRE DN92481|c0_g1
DN92485|c0_g1	SYNE2_HUMAN DN92485|c0_g1
DN92486|c0_g1	EVG1_MOUSE DN92486|c0_g1
DN92488|c0_g1	DN92488|c0_g1
DN92495|c0_g1	GCH1_CHICK DN92495|c0_g1
DN92498|c0_g1	DN92498|c0_g1
DN92498|c0_g2	DN92498|c0_g2
DN92500|c0_g1	TYRO_CANLF DN92500|c0_g1
DN92502|c1_g1	DN92502|c1_g1
DN92503|c0_g1	S4A5_RAT DN92503|c0_g1
DN92510|c0_g1	DN92510|c0_g1
DN92512|c0_g1	SORCN_SCHJA DN92512|c0_g1
DN92515|c0_g1	ADHX_MOUSE DN92515|c0_g1
DN92520|c1_g1	WDR47_MOUSE DN92520|c1_g1
DN92526|c0_g1	DN92526|c0_g1
DN92527|c0_g1	SAP_HUMAN DN92527|c0_g1
DN92539|c0_g1	RYR1_PIG DN92539|c0_g1
DN92541|c0_g1	BPL1_SCHPO DN92541|c0_g1
DN92546|c0_g1	TTLL4_HUMAN DN92546|c0_g1
DN92547|c0_g1	DN92547|c0_g1
DN92548|c0_g1	IN80C_MOUSE DN92548|c0_g1
DN92553|c0_g1	TAOK2_XENLA DN92553|c0_g1
DN92562|c0_g1	DN92562|c0_g1
DN92563|c0_g1	CSTF2_BOVIN DN92563|c0_g1
DN92567|c0_g1	DN92567|c0_g1
DN92568|c0_g1	ATP5J_HUMAN DN92568|c0_g1
DN92574|c0_g1	DN92574|c0_g1
DN92577|c0_g1	DN92577|c0_g1
DN92584|c0_g1	DN92584|c0_g1
DN92585|c0_g2	PCCB_HUMAN DN92585|c0_g2
DN92591|c0_g1	DN92591|c0_g1
DN92592|c0_g1	DN92592|c0_g1
DN92602|c0_g1	DN92602|c0_g1
DN92607|c0_g1	MYS_ARGIR DN92607|c0_g1
DN92608|c0_g1	PLCH2_HUMAN DN92608|c0_g1
DN92620|c0_g1	DN92620|c0_g1
DN92626|c0_g1	TNNI1_RAT DN92626|c0_g1
DN9266|c0_g1	DN9266|c0_g1
DN92661|c0_g1	PABP1_RAT DN92661|c0_g1
DN92664|c0_g1	DN92664|c0_g1
DN92671|c0_g1	HUWE1_MOUSE DN92671|c0_g1
DN92684|c0_g1	CFA57_HUMAN DN92684|c0_g1
DN92684|c0_g2	CFA57_HUMAN DN92684|c0_g2
DN92686|c0_g1	KALRN_HUMAN DN92686|c0_g1
DN92697|c0_g1	UBP43_MOUSE DN92697|c0_g1
DN92700|c0_g1	DN92700|c0_g1
DN92702|c0_g1	DN92702|c0_g1
DN92705|c0_g1	DN92705|c0_g1
DN92713|c0_g1	CUBN_MOUSE DN92713|c0_g1
DN92725|c0_g1	DN92725|c0_g1
DN92730|c0_g1	DN92730|c0_g1
DN92744|c0_g1	DN92744|c0_g1
DN92747|c0_g1	SCP_PERVT DN92747|c0_g1
DN92748|c0_g1	DN92748|c0_g1
DN92749|c0_g1	DN92749|c0_g1
DN92750|c0_g2	DN92750|c0_g2
DN92753|c0_g1	RFTN1_HUMAN DN92753|c0_g1
DN92757|c0_g1	B4GT1_HUMAN DN92757|c0_g1
DN92759|c0_g1	VATG_CAEBR DN92759|c0_g1
DN92761|c0_g1	TSPO_RAT DN92761|c0_g1
DN92783|c0_g1	RL7_BOVIN DN92783|c0_g1
DN92783|c0_g2	RL7_BOVIN DN92783|c0_g2
DN92784|c0_g1	SYNE1_HUMAN DN92784|c0_g1
DN92793|c0_g1	DN92793|c0_g1
DN92796|c0_g1	DN92796|c0_g1
DN92807|c0_g1	ASTER_CHICK DN92807|c0_g1
DN92818|c0_g1	TMEDA_MESAU DN92818|c0_g1
DN92819|c0_g1	RHO1_DROME DN92819|c0_g1
DN92820|c0_g1	DN92820|c0_g1
DN92829|c0_g1	DN92829|c0_g1
DN92831|c0_g1	DN92831|c0_g1
DN92831|c0_g2	LARGN_MOUSE DN92831|c0_g2
DN92853|c0_g1	DN92853|c0_g1
DN92858|c0_g1	DN92858|c0_g1
DN92858|c0_g2	DCTN2_XENTR DN92858|c0_g2
DN92860|c0_g1	RS7_RAT DN92860|c0_g1
DN92861|c0_g1	DYL2_DROME DN92861|c0_g1
DN92873|c0_g1	CTDSL_MOUSE DN92873|c0_g1
DN92876|c0_g1	PCKGM_HUMAN DN92876|c0_g1
DN92877|c0_g1	PRDX1_GEKJA DN92877|c0_g1
DN92878|c0_g1	LYPD1_RAT DN92878|c0_g1
