Gene ID	Organism	Score	E-Value	Curated GO Functions	Curated GO Processes	Curated GO Components	Computed GO Components	Computed GO Functions	Computed GO Processes	# TM Domains	SignalP Peptide	PFam ID	Interpro ID	PFam Description	Interpro Description	Genomic Sequence ID	Gene Name or Symbol	Ortholog Group	Ortholog count	Paralog count	EC numbers from OrthoMCL	EC numbers
QG37_06523	Candida auris strain 6684	436	2E-143	N/A	N/A	N/A	integral component of membrane	N/A	N/A	12	N/A	N/A	IPR036259	N/A	MFS transporter superfamily	LGST01000045	N/A	OG6_105688	1463	16	N/A	N/A
QG37_06526	Candida auris strain 6684	369	3E-117	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	LGST01000045	N/A	OG6_105688	1463	16	N/A	N/A
QG37_06555	Candida auris strain 6684	368	8E-117	N/A	N/A	N/A	integral component of membrane	N/A	N/A	14	N/A	N/A	IPR036259	N/A	MFS transporter superfamily	LGST01000045	N/A	OG6_105688	1463	16	N/A	N/A
QG37_08119	Candida auris strain 6684	535	0E0	N/A	N/A	N/A	integral component of membrane	N/A	N/A	13	N/A	N/A	IPR036259	N/A	MFS transporter superfamily	LGST01000067	N/A	OG6_105688	1463	16	N/A	N/A
RL4_JR_00235	Raffaelea lauricola RL4	169	2E-43	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	JACBXF010000169	N/A	OG6_153020	278	1	N/A	N/A
RL4_JR_00670	Raffaelea lauricola RL4	147	2E-35	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	JACBXF010000169	N/A	OG6_105688	1466	13	N/A	N/A
RL4_JR_02042	Raffaelea lauricola RL4	189	3E-50	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	11	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	JACBXF010000032	N/A	OG6_105688	1466	13	N/A	N/A
RL4_JR_02820	Raffaelea lauricola RL4	466	4E-156	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	JACBXF010000032	N/A	OG6_105688	1466	13	N/A	N/A
RL4_JR_03751	Raffaelea lauricola RL4	177	2E-46	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	JACBXF010000149	N/A	OG6_105688	1466	13	N/A	N/A
RL4_JR_04083	Raffaelea lauricola RL4	169	5E-42	N/A	N/A	N/A	N/A	ATP binding;protein serine/threonine kinase activity;transmembrane transporter activity	protein phosphorylation;transmembrane transport	13	N/A	PF07690	IPR000961;IPR011701;IPR020846;IPR036259	Major facilitator superfamily	AGC-kinase, C-terminal;Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	JACBXF010000067	N/A	OG6_105688	1466	13	N/A	N/A
RL4_JR_04950	Raffaelea lauricola RL4	334	1E-104	N/A	N/A	N/A	N/A	N/A	N/A	12	N/A	N/A	IPR036259	N/A	MFS transporter superfamily	JACBXF010000067	N/A	OG6_105688	1466	13	N/A	N/A
RL4_JR_05010	Raffaelea lauricola RL4	195	3E-52	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	JACBXF010000067	N/A	OG6_105688	1466	13	N/A	N/A
RL4_JR_05111	Raffaelea lauricola RL4	183	5E-48	N/A	N/A	N/A	N/A	transmembrane transporter activity	N/A	14	N/A	N/A	IPR020846;IPR036259	N/A	Major facilitator superfamily domain;MFS transporter superfamily	JACBXF010000067	N/A	OG6_105688	1466	13	N/A	N/A
RL4_JR_06754	Raffaelea lauricola RL4	166	2E-42	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	JACBXF010000013	N/A	OG6_105688	1466	13	N/A	N/A
RL4_JR_07722	Raffaelea lauricola RL4	140	3E-33	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	JACBXF010000003	N/A	OG6_153020	278	1	N/A	N/A
RL4_JR_08377	Raffaelea lauricola RL4	110	2E-23	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	JACBXF010000002	N/A	OG6_105688	1466	13	N/A	N/A
RL4_JR_08585	Raffaelea lauricola RL4	209	1E-56	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	11	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	JACBXF010000035	N/A	OG6_105688	1466	13	N/A	N/A
RL4_JR_09107	Raffaelea lauricola RL4	154	1E-38	N/A	N/A	N/A	N/A	N/A	N/A	12	N/A	N/A	IPR036259	N/A	MFS transporter superfamily	JACBXF010000053	N/A	OG6_105688	1466	13	N/A	N/A
RL4_JR_09675	Raffaelea lauricola RL4	172	3E-43	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	22	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	JACBXF010000037	N/A	OG6_105688	1466	13	N/A	N/A
RL4_JR_09828	Raffaelea lauricola RL4	178	2E-46	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	JACBXF010000136	N/A	OG6_105688	1466	13	N/A	N/A
RO3G_00075	Rhizopus delemar RA 99-880	175	2E-45	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	CH476732	N/A	OG6_105688	1476	3	N/A	N/A
RO3G_05990	Rhizopus delemar RA 99-880	189	2E-50	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	CH476735	N/A	OG6_105688	1476	3	N/A	N/A
RO3G_12627	Rhizopus delemar RA 99-880	159	4E-40	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	CH476741	N/A	OG6_105688	1476	3	N/A	N/A
RO3G_16758	Rhizopus delemar RA 99-880	180	5E-47	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	CH476753	N/A	OG6_105688	1476	3	N/A	N/A
S40293_01136	Stachybotrys chartarum IBT 40293	160	3E-40	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	KL650185	N/A	OG6_105688	1474	5	N/A	N/A
S40293_03742	Stachybotrys chartarum IBT 40293	267	4E-79	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	KL651667	N/A	OG6_105688	1474	5	N/A	N/A
S40293_04988	Stachybotrys chartarum IBT 40293	450	5E-150	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	KL650484	N/A	OG6_105688	1474	5	N/A	N/A
S40293_05283	Stachybotrys chartarum IBT 40293	150	6E-37	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	KL650299	N/A	OG6_105688	1474	5	N/A	N/A
S40293_07888	Stachybotrys chartarum IBT 40293	169	2E-43	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	KL651427	N/A	OG6_153020	279	0	N/A	N/A
S40293_08323	Stachybotrys chartarum IBT 40293	191	3E-51	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	KL651513	N/A	OG6_105688	1474	5	N/A	N/A
S40293_09359	Stachybotrys chartarum IBT 40293	372	6E-120	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	KL651683	N/A	OG6_105688	1474	5	N/A	N/A
SAPIO_CDS2478	Scedosporium apiospermum IHEM 14462	160	4E-40	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	ion transport;iron ion homeostasis;transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	JOWA01000086	N/A	OG6_153020	278	1	N/A	N/A
SAPIO_CDS4564	Scedosporium apiospermum IHEM 14462	164	1E-41	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF06609	IPR001411;IPR036259	N/A	Tetracycline resistance protein/drug resistance transporter;MFS transporter superfamily	JOWA01000093	N/A	OG6_105688	1477	2	N/A	N/A
SAPIO_CDS4736	Scedosporium apiospermum IHEM 14462	175	2E-45	N/A	N/A	N/A	integral component of membrane	N/A	transmembrane transport	14	N/A	PF06609	IPR001411;IPR036259	N/A	Tetracycline resistance protein/drug resistance transporter;MFS transporter superfamily	JOWA01000094	N/A	OG6_153020	278	1	N/A	N/A
SAPIO_CDS6391	Scedosporium apiospermum IHEM 14462	204	8E-56	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	10	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	JOWA01000103	N/A	OG6_105688	1477	2	N/A	N/A
SAPIO_CDS9285	Scedosporium apiospermum IHEM 14462	193	1E-51	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	JOWA01000132	N/A	OG6_105688	1477	2	N/A	N/A
SCHCODRAFT_02145491	Schizophyllum commune H4-8	221	3E-62	N/A	N/A	N/A	membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	MU410293	N/A	OG6_105688	1474	5	N/A	N/A
SCHCODRAFT_02292035	Schizophyllum commune H4-8	177	4E-46	N/A	N/A	N/A	N/A	N/A	N/A	12	N/A	N/A	IPR036259	N/A	MFS transporter superfamily	MU410297	N/A	OG6_105688	1474	5	N/A	N/A
SCHCODRAFT_02481323	Schizophyllum commune H4-8	270	3E-80	N/A	N/A	N/A	membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	MU410292	N/A	OG6_105688	1474	5	N/A	N/A
SCHCODRAFT_02484130	Schizophyllum commune H4-8	202	2E-54	N/A	N/A	N/A	membrane	transmembrane transporter activity	transmembrane transport	11	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	MU410292	N/A	OG6_105688	1474	5	N/A	N/A
SCHCODRAFT_02485653	Schizophyllum commune H4-8	458	3E-153	N/A	N/A	N/A	membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	MU410292	N/A	OG6_105688	1474	5	N/A	N/A
SCHCODRAFT_02489893	Schizophyllum commune H4-8	157	4E-39	N/A	N/A	N/A	membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	MU410293	N/A	OG6_153020	279	0	N/A	N/A
SCHCODRAFT_02636748	Schizophyllum commune H4-8	161	3E-40	N/A	N/A	N/A	N/A	N/A	N/A	10	N/A	N/A	IPR036259	N/A	MFS transporter superfamily	MU410301	N/A	OG6_105688	1474	5	N/A	N/A
SI65_01407	Aspergillus cristatus GZAAS20.1005	131	4E-30	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	JXNT01000001	N/A	OG6_105688	1469	10	N/A	N/A
SI65_04616	Aspergillus cristatus GZAAS20.1005	96.7	8E-21	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	3	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	JXNT01000004	N/A	OG6_105688	1469	10	N/A	N/A
SI65_04721	Aspergillus cristatus GZAAS20.1005	142	6E-34	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	11	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	JXNT01000004	N/A	OG6_105688	1469	10	N/A	N/A
SI65_07211	Aspergillus cristatus GZAAS20.1005	162	7E-41	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	JXNT01000008	N/A	OG6_105688	1469	10	N/A	N/A
SI65_07410	Aspergillus cristatus GZAAS20.1005	220	7E-62	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	JXNT01000009	N/A	OG6_105688	1469	10	N/A	N/A
SI65_08680	Aspergillus cristatus GZAAS20.1005	239	7E-69	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	JXNT01000014	N/A	OG6_105688	1469	10	N/A	N/A
SI65_09055	Aspergillus cristatus GZAAS20.1005	371	3E-118	N/A	N/A	N/A	integral component of membrane	N/A	N/A	14	N/A	N/A	IPR036259	N/A	MFS transporter superfamily	JXNT01000016	N/A	OG6_105688	1469	10	N/A	N/A
SI65_10025	Aspergillus cristatus GZAAS20.1005	417	4E-137	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	JXNT01000024	N/A	OG6_105688	1469	10	N/A	N/A
SI65_10080	Aspergillus cristatus GZAAS20.1005	160	4E-40	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	JXNT01000025	N/A	OG6_105688	1469	10	N/A	N/A
SJAG_02735	Schizosaccharomyces japonicus yFS275	223	1E-62	siderophore transmembrane transporter activity	transmembrane transport	cellular_component	integral component of membrane;membrane	transmembrane transporter activity	siderophore transmembrane transport;siderophore-dependent iron import into cell;transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KE651166	N/A	OG6_105688	1477	2	N/A	N/A
SJAG_02834	Schizosaccharomyces japonicus yFS275	273	2E-81	siderophore transmembrane transporter activity	transmembrane transport	cellular_component	integral component of membrane;membrane	transmembrane transporter activity	siderophore transmembrane transport;siderophore-dependent iron import into cell;transmembrane transport	13	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KE651166	N/A	OG6_105688	1477	2	N/A	N/A
SJAG_03667	Schizosaccharomyces japonicus yFS275	161	2E-40	transmembrane transporter activity	transmembrane transport	N/A	integral component of membrane;membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KE651167	N/A	OG6_105688	1477	2	N/A	N/A
SMAC_01990	Sordaria macrospora k-hell	235	1E-66	N/A	N/A	N/A	membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	CABT02000005	N/A	OG6_105688	1477	2	N/A	N/A
SMAC_06384	Sordaria macrospora k-hell	166	3E-42	N/A	N/A	N/A	membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	CABT02000035	N/A	OG6_105688	1477	2	N/A	N/A
SMAC_09017	Sordaria macrospora k-hell	148	4E-36	N/A	N/A	N/A	membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF06609	IPR010573;IPR036259	Major facilitator transporter Str1/Tri12-like	Major facilitator transporter Str1/Tri12-like;MFS transporter superfamily	CABT02000031	N/A	OG6_105688	1477	2	N/A	N/A
SOCG_01863	Schizosaccharomyces octosporus yFS286	167	1E-42	N/A	N/A	N/A	integral component of membrane;plasma membrane	heme binding;heme transmembrane transporter activity;transmembrane transporter activity	heme import across plasma membrane;transmembrane transport	13	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KE503208	N/A	OG6_105688	1477	2	N/A	N/A
SOCG_03273	Schizosaccharomyces octosporus yFS286	248	4E-72	N/A	N/A	N/A	integral component of membrane	N/A	siderophore transmembrane transport	12	N/A	PF06609	IPR001411;IPR036259	N/A	Tetracycline resistance protein/drug resistance transporter;MFS transporter superfamily	KE503206	N/A	OG6_105688	1477	2	N/A	N/A
SOCG_04013	Schizosaccharomyces octosporus yFS286	140	4E-33	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KE503207	N/A	OG6_105688	1477	2	N/A	N/A
SPAC1F8.03c	Schizosaccharomyces pombe 972h-	214	2E-59	heme binding;heme transmembrane transporter activity;transmembrane transporter activity	heme import across plasma membrane;transmembrane transport	integral component of membrane;integral component of plasma membrane;membrane;plasma membrane	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	Spom972h_chrI	str3	OG6_105688	1477	2	N/A	N/A
SPAR_C00010	Saccharomyces paradoxus CBS432	452	2E-150	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	CP020244	N/A	OG6_105688	1471	8	N/A	N/A
SPAR_C00030	Saccharomyces paradoxus CBS432	452	2E-150	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	CP020244	N/A	OG6_105688	1471	8	N/A	N/A
SPAR_E00100	Saccharomyces paradoxus CBS432	540	0E0	N/A	N/A	N/A	integral component of membrane	N/A	N/A	14	N/A	N/A	IPR036259	N/A	MFS transporter superfamily	CP020246	N/A	OG6_105688	1471	8	N/A	N/A
SPAR_F00100	Saccharomyces paradoxus CBS432	258	2E-75	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	CP020247	N/A	OG6_105688	1471	8	N/A	N/A
SPAR_H00030	Saccharomyces paradoxus CBS432	621	0E0	N/A	N/A	N/A	integral component of membrane	N/A	N/A	13	N/A	N/A	IPR036259	N/A	MFS transporter superfamily	CP020249	N/A	OG6_105688	1471	8	N/A	N/A
SPAR_I00020	Saccharomyces paradoxus CBS432	304	3E-93	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	CP020250	N/A	OG6_105688	1471	8	N/A	N/A
SPAR_J00020	Saccharomyces paradoxus CBS432	304	3E-93	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	CP020251	N/A	OG6_105688	1471	8	N/A	N/A
SPAR_K03080	Saccharomyces paradoxus CBS432	448	5E-149	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	CP020252	N/A	OG6_105688	1471	8	N/A	N/A
SPAR_O00020	Saccharomyces paradoxus CBS432	304	3E-93	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	CP020256	N/A	OG6_105688	1471	8	N/A	N/A
SPBC4F6.09	Schizosaccharomyces pombe 972h-	244	2E-70	siderophore transmembrane transporter activity;transmembrane transporter activity	siderophore transmembrane transport;siderophore-dependent iron import into cell;transmembrane transport	endoplasmic reticulum;integral component of membrane;integral component of plasma membrane;plasma membrane	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF06609	IPR001411;IPR036259	N/A	Tetracycline resistance protein/drug resistance transporter;MFS transporter superfamily	Spom972h_chrII	str1	OG6_105688	1477	2	N/A	N/A
SPBR_00395	Sporothrix brasiliensis 5110	165	1E-41	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	AWTV01000008	N/A	OG6_153020	279	0	N/A	N/A
SPBR_00416	Sporothrix brasiliensis 5110	466	6E-156	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	AWTV01000008	N/A	OG6_105688	1475	4	N/A	N/A
SPBR_04831	Sporothrix brasiliensis 5110	146	5E-35	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	AWTV01000010	N/A	OG6_105688	1475	4	N/A	N/A
SPBR_04849	Sporothrix brasiliensis 5110	119	4E-26	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	AWTV01000010	N/A	OG6_105688	1475	4	N/A	N/A
SPBR_04981	Sporothrix brasiliensis 5110	164	2E-42	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	8	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	AWTV01000010	N/A	OG6_105688	1475	4	N/A	N/A
SPBR_06614	Sporothrix brasiliensis 5110	112	2E-23	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	11	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	AWTV01000009	N/A	OG6_105688	1475	4	N/A	N/A
SPCC61.01c	Schizosaccharomyces pombe 972h-	170	2E-43	siderophore transmembrane transporter activity;transmembrane transporter activity	siderophore transmembrane transport;transmembrane transport	fungal-type vacuole membrane;integral component of membrane;integral component of plasma membrane;plasma membrane	integral component of membrane	transmembrane transporter activity	iron ion homeostasis;transmembrane transport	12	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	Spom972h_chrIII	str2	OG6_105688	1477	2	N/A	N/A
SPPG_00035	Spizellomyces punctatus DAOM BR117	192	2E-51	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KQ257450	N/A	OG6_105688	1478	1	N/A	N/A
SPPG_05839	Spizellomyces punctatus DAOM BR117	201	1E-54	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	KQ257459	N/A	OG6_105688	1478	1	N/A	N/A
